State,CID,Year,HHI,American Indian/Alaska Native Students ,Asian or Asian/Pacific Islander Students ,Black or African American Students ,Full-Time Equivalent (FTE) Teachers ,Hispanic Students ,White Students 
Iowa,19067,1997,0.964100858,0,16,14,228.6,16,3051
Iowa,19067,1998,0.964100858,2,27,14,227.1,32,2941
Iowa,19067,1999,0.964100858,2,29,11,224.1,30,3001
Iowa,19067,2000,0.964100858,,24,12,220.5,52,2807
Iowa,19069,1986,0.91316837,,,,131.2,,
Iowa,19069,1987,0.91316837,1,1,2,134,37,1692
Iowa,19069,1988,0.91316837,1,4,3,72.5,28,1726
Iowa,19069,1989,0.91316837,1,3,2,131.8,27,1823
Iowa,19069,1990,0.91316837,2,4,2,133.3,67,1910
Iowa,19069,1991,0.91316837,2,1,0,137,77,1912
Iowa,19069,1992,0.91316837,3,5,2,134.4,80,1932
Iowa,19069,1993,0.91316837,1,3,0,133.8,70,1843
Iowa,19069,1994,0.91316837,2,3,0,134.2,105,1833
Iowa,19069,1995,0.91316837,,4,5,136.6,129,1958
Iowa,19069,1996,0.915913009,1,4,3,137.7,123,1985
Iowa,19069,1997,0.915913009,1,3,3,143.6,147,1892
Iowa,19069,1998,0.915913009,1,3,4,137.2,126,1844
Iowa,19069,1999,0.915913009,1,12,7,155.8,132,1838
Iowa,19069,2000,0.915913009,,12,11,135.4,139,1697
Iowa,19071,1986,0.981219268,,,,132.8,,
Iowa,19071,1987,0.981219268,0,0,0,131.8,14,1710
Iowa,19071,1988,0.981219268,0,3,0,60.7,9,1667
Iowa,19071,1989,0.981219268,0,0,0,135.8,11,1662
Iowa,19071,1990,0.981219268,0,0,0,136.3,11,1669
Iowa,19071,1991,0.981219268,0,3,1,139,21,1678
Iowa,19071,1992,0.981219268,0,3,1,127.4,19,1662
Iowa,19071,1993,0.981219268,0,2,0,125.9,17,1663
Iowa,19071,1994,0.981219268,0,2,0,128.8,19,1660
Iowa,19071,1995,0.981219268,,2,0,136.8,12,1670
Iowa,19071,1996,0.981219268,1,4,1,132.8,14,1639
Iowa,19071,1997,0.981219268,0,0,2,130.8,15,1593
Iowa,19071,1998,0.981219268,2,1,0,117.3,6,1647
Iowa,19071,1999,0.981219268,1,2,5,128.9,12,1664
Iowa,19071,2000,0.981219268,,5,2,124.1,15,1588
Iowa,19073,1986,0.970768496,,,,160.5,,
Iowa,19073,1987,0.970768496,3,8,0,151.9,5,1721
Iowa,19073,1988,0.970768496,2,14,1,105.4,3,1881
Iowa,19073,1989,0.970768496,0,16,4,153,3,1859
Iowa,19073,1990,0.970768496,0,12,3,155,3,1880
Iowa,19073,1991,0.970768496,3,10,5,154,14,1983
Iowa,19073,1992,0.970768496,0,9,5,152.9,5,1956
Iowa,19073,1993,0.970768496,0,14,6,150.9,6,1997
Iowa,19073,1994,0.970768496,0,18,3,153.7,9,2012
Iowa,19073,1995,0.970768496,,17,4,159.7,13,2021
Iowa,19073,1996,0.970012705,2,10,9,163,22,2024
Iowa,19073,1997,0.970012705,2,19,7,157.9,22,2020
Iowa,19073,1998,0.970012705,2,21,9,154.5,46,2031
Iowa,19073,1999,0.970012705,1,15,5,153.5,39,2108
Iowa,19073,2000,0.970012705,,6,6,167.5,41,2032
Iowa,19075,1986,0.976242861,,,,176.4,,
Iowa,19075,1987,0.976242861,1,6,3,173.4,1,2330
Iowa,19075,1988,0.976242861,1,4,1,162.9,1,2307
Iowa,19075,1989,0.976242861,0,2,4,174.5,2,2255
Iowa,19075,1990,0.976242861,0,4,2,174.3,5,2210
Iowa,19075,1991,0.976242861,3,3,6,171,2,2242
Iowa,19075,1992,0.976242861,3,14,5,192.2,5,2699
Iowa,19075,1993,0.976242861,2,16,3,187.9,16,2687
Iowa,19075,1994,0.976242861,5,17,4,196.9,17,2703
Iowa,19075,1995,0.976242861,,24,5,204.1,14,2697
Iowa,19075,1996,0.973379848,7,27,8,228,11,2969
Iowa,19075,1997,0.973379848,10,30,6,226.8,21,2906
Iowa,19075,1998,0.973379848,8,25,8,196.6,24,2459
Iowa,19075,1999,0.973379848,7,21,10,181.8,31,2541
Iowa,19075,2000,0.973379848,,13,9,174.3,37,2430
Iowa,19077,1986,0.97412084,,,,182.7,,
Iowa,19077,1987,0.97412084,2,6,8,186.2,10,2564
Iowa,19077,1988,0.97412084,2,6,11,78.1,10,2406
Iowa,19077,1989,0.97412084,3,5,7,180.5,8,2406
Iowa,19077,1990,0.97412084,1,12,3,181,10,2461
Iowa,19077,1991,0.97412084,0,14,3,184,12,2441
Iowa,19077,1992,0.97412084,0,16,1,180.5,12,2391
Iowa,19077,1993,0.97412084,1,10,2,181.6,15,2405
Iowa,19077,1994,0.97412084,1,8,1,182.3,8,2347
Iowa,19077,1995,0.97412084,,8,2,189.6,7,2326
Iowa,19077,1996,0.978743844,0,8,5,176.1,11,2310
Iowa,19077,1997,0.978743844,0,14,7,173.3,11,2301
Iowa,19077,1998,0.978743844,0,17,11,178.7,6,2293
Iowa,19077,1999,0.978743844,0,12,8,156.7,5,2277
Iowa,19077,2000,0.978743844,,14,14,169.4,6,2319
Iowa,19079,1986,0.954975649,,,,224.1,,
Iowa,19079,1987,0.954975649,1,34,6,208.8,23,3024
Iowa,19079,1988,0.954975649,1,26,5,190.3,29,3021
Iowa,19079,1989,0.954975649,0,36,5,204,33,2972
Iowa,19079,1990,0.954975649,1,36,8,208.2,20,3000
Iowa,19079,1991,0.954975649,1,46,5,212,24,3056
Iowa,19079,1992,0.954975649,4,33,6,198.8,32,3028
Iowa,19079,1993,0.954975649,3,47,5,203.9,29,2999
Iowa,19079,1994,0.954975649,3,42,8,205,39,3026
Iowa,19079,1995,0.954975649,,43,8,216.9,41,3019
Iowa,19079,1996,0.954503782,9,42,11,218.4,43,2969
Iowa,19079,1997,0.954503782,13,55,12,216.4,42,2903
Iowa,19079,1998,0.954503782,11,73,8,220.9,33,2876
Iowa,19079,1999,0.954503782,5,70,19,222.1,33,2943
Iowa,19079,2000,0.954503782,,74,18,223.6,41,2776
Iowa,19081,1986,0.965277413,,,,190.7,,
Iowa,19081,1987,0.965277413,0,9,0,194.1,12,2376
Iowa,19081,1988,0.965277413,0,13,0,165.3,18,2378
Iowa,19081,1989,0.965277413,0,11,1,187,26,2318
Iowa,19081,1990,0.965277413,0,8,5,187.3,26,2345
Iowa,19081,1991,0.965277413,1,8,7,177,33,2368
Iowa,19081,1992,0.965277413,1,13,5,184.8,32,2312
Iowa,19081,1993,0.965277413,0,11,6,188.8,27,2285
Iowa,19081,1994,0.965277413,1,7,4,161.3,24,2107
Iowa,19081,1995,0.965277413,,7,3,165,22,2034
Iowa,19081,1996,0.963021676,0,10,2,166.8,27,2128
Iowa,19081,1997,0.963021676,1,19,1,169.7,48,2071
Iowa,19081,1998,0.963021676,0,16,6,169.5,44,2021
Iowa,19081,1999,0.963021676,0,14,4,169.5,45,2090
Iowa,19081,2000,0.963021676,,18,4,166,51,1966
Iowa,19083,1986,0.949172924,,,,302.3,,
Iowa,19083,1987,0.949172924,5,17,11,289,12,3758
Iowa,19083,1988,0.949172924,4,11,9,262.7,17,3937
Iowa,19083,1989,0.949172924,6,11,8,268.6,34,3606
Iowa,19083,1990,0.949172924,8,14,12,294.2,28,3898
Iowa,19083,1991,0.949172924,7,23,12,303,46,3911
Iowa,19083,1992,0.949172924,10,17,10,275,44,3605
Iowa,19083,1993,0.949172924,11,17,14,269.6,55,3610
Iowa,19083,1994,0.949172924,5,17,14,268.2,86,3611
Iowa,19083,1995,0.949172924,,15,12,263.6,76,3567
Iowa,19083,1996,0.945548829,13,21,16,267.4,82,3525
Iowa,19083,1997,0.945548829,9,18,26,267.4,108,3384
Iowa,19083,1998,0.945548829,10,31,23,271.5,114,3306
Iowa,19083,1999,0.945548829,11,28,23,248.8,109,3346
Iowa,19083,2000,0.945548829,,22,21,246.2,117,3079
Iowa,19085,1986,0.984911455,,,,211.9,,
Iowa,19085,1987,0.984911455,7,3,3,213.5,6,3081
Iowa,19085,1988,0.984911455,6,4,3,170.7,6,3050
Iowa,19085,1989,0.984911455,6,7,4,219.1,6,2912
Iowa,19085,1990,0.984911455,7,9,4,219.8,3,2997
Iowa,19085,1991,0.984911455,7,6,7,220,8,2984
Iowa,19085,1992,0.984911455,9,9,3,218.5,5,3001
Iowa,19085,1993,0.984911455,5,7,4,218,4,2994
Iowa,19085,1994,0.984911455,7,9,4,234.3,5,3305
Iowa,19085,1995,0.984911455,,14,8,231.2,8,3324
Iowa,19085,1996,0.984365568,7,10,9,238.5,2,3333
Iowa,19085,1997,0.984365568,1,13,4,248.6,7,3367
Iowa,19085,1998,0.984365568,2,12,5,247.1,14,3342
Iowa,19085,1999,0.984365568,3,12,11,236.9,26,3481
Iowa,19085,2000,0.984365568,,13,7,241,17,3296
Iowa,19087,1986,0.938911222,,,,227.4,,
Iowa,19087,1987,0.938911222,1,44,13,230,11,3531
Iowa,19087,1988,0.938911222,1,43,8,206.5,5,3562
Iowa,19087,1989,0.938911222,2,64,8,242.3,14,3557
Iowa,19087,1990,0.938911222,8,58,27,252.1,34,3679
Iowa,19087,1991,0.938911222,7,74,18,261,19,3719
Iowa,19087,1992,0.938911222,3,74,20,248.9,23,3839
Iowa,19087,1993,0.938911222,3,75,21,242.8,28,3777
Iowa,19087,1994,0.938911222,1,68,30,253.4,26,3794
Iowa,19087,1995,0.938911222,,70,30,266.5,41,3667
Iowa,19087,1996,0.94141255,2,81,32,270.8,29,3602
Iowa,19087,1997,0.94141255,3,99,29,275.8,40,3638
Iowa,19087,1998,0.94141255,7,109,31,271.5,41,3634
Iowa,19087,1999,0.94141255,7,97,48,277,62,3734
Iowa,19087,2000,0.94141255,,125,43,277.4,62,3568
Iowa,19089,1986,0.985230511,,,,130.4,,
Iowa,19089,1987,0.985230511,0,3,0,130.8,1,2041
Iowa,19089,1988,0.985230511,0,6,0,125.6,5,2044
Iowa,19089,1989,0.985230511,0,9,0,135.8,3,2031
Iowa,19089,1990,0.985230511,0,13,0,136.7,7,2067
Iowa,19089,1991,0.985230511,3,10,0,153,7,2096
Iowa,19089,1992,0.985230511,2,13,0,155.3,3,2128
Iowa,19089,1993,0.985230511,2,16,0,145.2,4,2169
Iowa,19089,1994,0.985230511,2,14,0,157,7,2187
Iowa,19089,1995,0.985230511,,15,1,154.1,5,2198
Iowa,19089,1996,0.984322185,0,14,1,156.6,2,2144
Iowa,19089,1997,0.984322185,0,14,2,148.2,5,2126
Iowa,19089,1998,0.984322185,0,15,3,161.3,3,2060
Iowa,19089,1999,0.984322185,0,13,9,162.2,4,2082
Iowa,19089,2000,0.984322185,,17,12,164,7,1985
Iowa,19091,1986,0.989007123,,,,150.6,,
Iowa,19091,1987,0.989007123,1,1,1,142.1,3,1978
Iowa,19091,1988,0.989007123,0,7,2,128.7,5,1873
Iowa,19091,1989,0.989007123,0,7,1,137.8,5,1885
Iowa,19091,1990,0.989007123,0,7,0,131.4,1,1903
Iowa,19091,1991,0.989007123,0,12,1,136,0,1920
Iowa,19091,1992,0.989007123,0,10,3,133.1,0,1901
Iowa,19091,1993,0.989007123,0,6,6,134.2,3,1923
Iowa,19091,1994,0.989007123,1,5,5,136.2,1,1923
Iowa,19091,1995,0.989007123,,4,7,132.5,1,1907
Iowa,19091,1996,0.986998277,0,3,4,133.7,2,1910
Iowa,19091,1997,0.986998277,1,4,6,131.1,6,1882
Iowa,19091,1998,0.986998277,0,2,5,131.8,6,1886
Iowa,19091,1999,0.986998277,1,3,4,135.5,19,1914
Iowa,19091,2000,0.986998277,,5,3,139.2,22,1855
Iowa,19093,1986,0.982186527,,,,107.9,,
Iowa,19093,1987,0.982186527,0,4,1,113.7,2,1542
Iowa,19093,1988,0.982186527,0,2,2,84.4,0,1523
Iowa,19093,1989,0.982186527,0,4,2,117.9,2,1566
Iowa,19093,1990,0.982186527,0,7,1,124.1,1,1578
Iowa,19093,1991,0.982186527,0,10,1,129,0,1582
Iowa,19093,1992,0.982186527,0,5,2,126.2,1,1637
Iowa,19093,1993,0.982186527,2,8,0,125.2,0,1737
Iowa,19093,1994,0.982186527,0,8,2,130.9,0,1617
Iowa,19093,1995,0.982186527,,5,8,130.3,1,1570
Iowa,19093,1996,0.980604569,6,9,7,125.2,2,1536
Iowa,19093,1997,0.980604569,4,2,4,124.9,1,1532
Iowa,19093,1998,0.980604569,5,7,9,125.6,1,1460
Iowa,19093,1999,0.980604569,7,9,9,118.1,3,1456
Iowa,19093,2000,0.980604569,,6,10,114.4,5,1371
Iowa,19095,1986,0.963935568,,,,200.1,,
Iowa,19095,1987,0.963935568,0,15,1,200.6,16,2587
Iowa,19095,1988,0.963935568,3,20,0,205.3,14,2561
Iowa,19095,1989,0.963935568,2,11,3,206.7,9,2619
Iowa,19095,1990,0.963935568,3,14,3,216,18,2782
Iowa,19095,1991,0.963935568,6,15,4,210,21,2869
Iowa,19095,1992,0.963935568,4,12,8,201.6,21,2875
Iowa,19095,1993,0.963935568,3,11,7,204.8,36,2940
Iowa,19095,1994,0.963935568,5,12,8,209.2,48,3048
Iowa,19095,1995,0.963935568,,15,6,183,57,2678
Iowa,19095,1996,0.956101632,5,21,6,194.9,60,2686
Iowa,19095,1997,0.956101632,4,22,9,192.7,73,2706
Iowa,19095,1998,0.956101632,3,16,7,198.9,75,2787
Iowa,19095,1999,0.956101632,3,12,17,209.6,73,2863
Iowa,19095,2000,0.956101632,,16,14,212.9,45,2832
Iowa,19097,1986,0.984051551,,,,262.3,,
Iowa,19097,1987,0.984051551,1,6,7,267.2,0,3757
Iowa,19097,1988,0.984051551,3,9,5,166.1,6,3649
Iowa,19097,1989,0.984051551,1,9,4,268.1,3,3590
Iowa,19097,1990,0.984051551,1,10,9,271.7,2,3616
Iowa,19097,1991,0.984051551,2,12,5,269,1,3671
Iowa,19097,1992,0.984051551,2,9,9,278.2,7,3711
Iowa,19097,1993,0.984051551,4,9,5,283.8,9,3723
Iowa,19097,1994,0.984051551,3,7,6,275.7,5,3673
Iowa,19097,1995,0.984051551,,11,10,274.5,8,3687
Iowa,19097,1996,0.984799727,3,8,14,276.1,9,3663
Iowa,19097,1997,0.984799727,1,10,21,287.8,5,3595
Iowa,19097,1998,0.984799727,1,13,19,289.8,7,3535
Iowa,19097,1999,0.984799727,3,13,20,285.9,5,3651
Iowa,19097,2000,0.984799727,,15,29,291.7,10,3462
Iowa,19099,1986,0.961882752,,,,401.1,,
Iowa,19099,1987,0.961882752,6,87,12,402.1,24,6340
Iowa,19099,1988,0.961882752,3,78,13,313.4,20,6241
Iowa,19099,1989,0.961882752,3,69,13,400.9,28,6257
Iowa,19099,1990,0.961882752,3,72,14,406.2,41,6211
Iowa,19099,1991,0.961882752,3,69,20,409,37,6227
Iowa,19099,1992,0.961882752,5,76,20,409.7,46,6246
Iowa,19099,1993,0.961882752,5,66,18,411.2,43,6261
Iowa,19099,1994,0.961882752,6,53,19,412,38,6229
Iowa,19099,1995,0.961882752,,59,24,414.1,33,6280
Iowa,19099,1996,0.962669094,4,56,32,429.3,38,6261
Iowa,19099,1997,0.962669094,6,44,32,435.9,50,6238
Iowa,19099,1998,0.962669094,6,59,37,432.8,38,6282
Iowa,19099,1999,0.962669094,14,38,32,473.6,33,6544
Iowa,19099,2000,0.962669094,,44,35,473.8,39,6246
Iowa,19101,1986,0.94926942,,,,131.8,,
Iowa,19101,1987,0.94926942,0,16,12,129.9,9,1980
Iowa,19101,1988,0.94926942,0,21,14,101.2,10,1975
Iowa,19101,1989,0.94926942,0,25,5,133.3,13,1927
Iowa,19101,1990,0.94926942,0,24,10,132.1,8,1935
Iowa,19101,1991,0.94926942,1,28,15,103,19,2058
Iowa,19101,1992,0.94926942,2,22,16,135,20,1963
Iowa,19101,1993,0.94926942,1,23,14,136.2,22,1947
Iowa,19101,1994,0.94926942,3,20,14,141.3,22,1977
Iowa,19101,1995,0.94926942,,26,10,139.6,28,2083
Iowa,19101,1996,0.94926942,2,23,9,146.5,22,2090
Iowa,19101,1997,0.94926942,2,30,10,148.7,27,2076
Iowa,19101,1998,0.94926942,1,38,22,148.7,35,2091
Iowa,19101,1999,0.94926942,5,40,24,155.3,33,2107
Iowa,19101,2000,0.94926942,,39,29,156.3,41,1924
Iowa,19103,1986,0.8242907,,,,553.7,,
Iowa,19103,1987,0.8242907,60,372,295,568.8,138,9716
Iowa,19103,1988,0.8242907,36,379,310,487.9,158,10209
Iowa,19103,1989,0.8242907,40,416,343,566,153,10022
Iowa,19103,1990,0.8242907,41,435,371,590.6,164,10076
Iowa,19103,1991,0.8242907,43,460,391,629,182,10358
Iowa,19103,1992,0.8242907,48,454,419,628.3,230,10536
Iowa,19103,1993,0.8242907,64,514,473,634.1,269,10589
Iowa,19103,1994,0.8242907,53,538,474,666.6,288,10617
Iowa,19103,1995,0.8242907,,546,518,730,319,11341
Iowa,19103,1996,0.818270923,62,529,618,755.1,323,11301
Iowa,19103,1997,0.818270923,69,551,668,750.9,322,11428
Iowa,19103,1998,0.818270923,58,594,720,755.6,336,11306
Iowa,19103,1999,0.818270923,60,635,851,772.2,377,11940
Iowa,19103,2000,0.818270923,,680,901,788.3,466,11069
Iowa,19105,1986,0.97881772,,,,244.1,,
Iowa,19105,1987,0.97881772,0,7,0,250.6,1,3328
Iowa,19105,1988,0.97881772,4,13,2,206.9,2,3271
Iowa,19105,1989,0.97881772,1,10,2,245.5,0,3265
Iowa,19105,1990,0.97881772,2,11,1,241,5,3205
Iowa,19105,1991,0.97881772,5,11,4,229,2,3177
Iowa,19105,1992,0.97881772,3,16,6,240.4,6,3303
Iowa,19105,1993,0.97881772,2,17,7,259.2,12,3466
Iowa,19105,1994,0.97881772,0,15,13,256.4,13,3512
Iowa,19105,1995,0.97881772,,14,15,240.8,6,3353
Iowa,19105,1996,0.977054964,6,22,18,248.6,12,3465
Iowa,19105,1997,0.977054964,4,23,29,267.2,9,3422
Iowa,19105,1998,0.977054964,7,14,27,257.2,16,3369
Iowa,19105,1999,0.977054964,13,23,35,263,20,3457
Iowa,19105,2000,0.977054964,,22,38,280.8,30,3361
Iowa,19107,1986,0.984112889,,,,189.3,,
Iowa,19107,1987,0.984112889,0,13,0,187.7,3,2415
Iowa,19107,1988,0.984112889,2,11,1,138,0,2398
Iowa,19107,1989,0.984112889,2,13,0,191.3,2,2417
Iowa,19107,1990,0.984112889,0,12,0,192.5,0,2445
Iowa,19107,1991,0.984112889,1,9,2,193,5,2454
Iowa,19107,1992,0.984112889,0,10,7,186.8,7,2424
Iowa,19107,1993,0.984112889,0,12,4,183.3,5,2431
Iowa,19107,1994,0.984112889,0,9,4,193,6,2481
Iowa,19107,1995,0.984112889,,7,4,196.8,7,2534
Iowa,19107,1996,0.983059617,0,9,8,197.4,9,2505
Iowa,19107,1997,0.983059617,3,9,8,201.8,11,2472
Iowa,19107,1998,0.983059617,3,9,7,207,10,2386
Iowa,19107,1999,0.983059617,2,16,7,199,10,2471
Iowa,19107,2000,0.983059617,,14,12,208.1,10,2279
Iowa,19109,1986,0.976686252,,,,222.9,,
Iowa,19109,1987,0.976686252,3,12,0,218.2,17,2459
Iowa,19109,1988,0.976686252,2,13,0,200.1,16,2534
Iowa,19109,1989,0.976686252,1,12,1,221.1,11,2619
Iowa,19109,1990,0.976686252,1,17,1,221.9,16,2659
Iowa,19109,1991,0.976686252,2,16,1,226,15,2649
Iowa,19109,1992,0.976686252,1,16,2,211.8,17,2651
Iowa,19109,1993,0.976686252,1,15,2,207.6,14,2687
Iowa,19109,1994,0.976686252,1,15,4,211.9,14,2677
Iowa,19109,1995,0.976686252,,24,3,211.9,20,2667
Iowa,19109,1996,0.97072971,1,24,5,211.6,38,2698
Iowa,19109,1997,0.97072971,1,23,9,211.2,36,2646
Iowa,19109,1998,0.97072971,7,19,7,188.3,31,2545
Iowa,19109,1999,0.97072971,7,20,12,206.7,32,2541
Iowa,19109,2000,0.97072971,,16,10,204.2,30,2349
Iowa,19111,1986,0.860809026,,,,404.1,,
Iowa,19111,1987,0.860809026,9,80,235,400.9,110,6134
Iowa,19111,1988,0.860809026,4,45,249,402.5,137,5884
Iowa,19111,1989,0.860809026,2,37,244,412.2,141,5858
Iowa,19111,1990,0.860809026,4,49,255,419.7,141,5929
Iowa,19111,1991,0.860809026,4,56,258,426,143,6060
Iowa,19111,1992,0.860809026,7,56,253,409.8,148,6078
Iowa,19111,1993,0.860809026,8,56,252,417,143,6112
Iowa,19111,1994,0.860809026,11,60,272,415,139,6068
Iowa,19111,1995,0.860809026,,61,249,421.6,137,6007
Iowa,19111,1996,0.860809026,21,64,256,415,151,5862
Iowa,19111,1997,0.860809026,22,64,274,430.8,164,5744
Iowa,19111,1998,0.860809026,20,67,269,436.8,138,5673
Iowa,19111,1999,0.860809026,16,58,286,432.1,148,5822
Iowa,19111,2000,0.860809026,,53,280,438.3,158,5436
Iowa,19113,1986,0.885363758,,,,1792.4,,
Iowa,19113,1987,0.885363758,54,375,907,1805.2,237,27368
Iowa,19113,1988,0.885363758,54,355,973,1622.7,230,27254
Iowa,19113,1989,0.885363758,66,394,1005,1783.2,238,26790
Iowa,19113,1990,0.885363758,83,423,1080,1817.4,267,26629
Iowa,19113,1991,0.885363758,106,477,1180,1828,295,26928
Iowa,19113,1992,0.885363758,88,483,1154,1741.9,281,27620
Iowa,19113,1993,0.885363758,136,500,1322,1705.1,308,27836
Iowa,19113,1994,0.885363758,113,527,1346,1771,343,28514
Iowa,19113,1995,0.885363758,,569,1395,1816.7,365,28786
Iowa,19113,1996,0.886669095,116,563,1466,1869.4,388,29294
Iowa,19113,1997,0.886669095,110,582,1574,1893.3,408,29352
Iowa,19113,1998,0.886669095,120,604,1724,1874,448,29302
Iowa,19113,1999,0.886669095,120,606,1702,2009.2,449,31019
Iowa,19113,2000,0.886669095,,614,1918,2092.5,490,29793
Iowa,19115,1986,0.843159446,,,,185,,
Iowa,19115,1987,0.843159446,0,7,5,185.3,91,2740
Iowa,19115,1988,0.843159446,0,14,9,164,116,2708
Iowa,19115,1989,0.843159446,0,11,17,194.9,146,2679
Iowa,19115,1990,0.843159446,9,11,34,185.4,192,2557
Iowa,19115,1991,0.843159446,42,11,29,193,203,2463
Iowa,19115,1992,0.843159446,11,12,14,192.4,236,2574
Iowa,19115,1993,0.843159446,9,14,7,204.5,271,2561
Iowa,19115,1994,0.843159446,6,16,6,203.4,309,2570
Iowa,19115,1995,0.843159446,,13,49,205.2,346,2612
Iowa,19115,1996,0.825560279,7,13,3,194.7,440,2582
Iowa,19115,1997,0.825560279,5,7,8,218,435,2516
Iowa,19115,1998,0.825560279,6,7,9,212.4,486,2357
Iowa,19115,1999,0.825560279,14,9,14,214.7,574,2494
Iowa,19115,2000,0.825560279,,8,16,229.6,590,2338
Iowa,19117,1986,0.978200316,,,,127.6,,
Iowa,19117,1987,0.978200316,0,6,4,123.5,3,1650
Iowa,19117,1988,0.978200316,1,4,4,112.2,2,1579
Iowa,19117,1989,0.978200316,4,8,4,126.3,2,1589
Iowa,19117,1990,0.978200316,4,7,4,129.8,4,1556
Iowa,19117,1991,0.978200316,2,7,5,133,7,1567
Iowa,19117,1992,0.978200316,0,7,8,121.8,2,1572
Iowa,19117,1993,0.978200316,0,6,10,126.7,7,1614
Iowa,19117,1994,0.978200316,0,8,4,130,8,1585
Iowa,19117,1995,0.978200316,,3,6,124.1,8,1555
Iowa,19117,1996,0.97895843,2,10,3,124.8,9,1610
Iowa,19117,1997,0.97895843,1,6,3,126.5,14,1591
Iowa,19117,1998,0.97895843,2,6,4,120.9,13,1543
Iowa,19117,1999,0.97895843,0,7,12,126.4,10,1569
Iowa,19117,2000,0.97895843,,6,7,121.8,9,1530
Iowa,19119,1986,0.978939998,,,,164.2,,
Iowa,19119,1987,0.978939998,2,18,4,158.5,1,2298
Iowa,19119,1988,0.978939998,0,20,5,158.1,3,2265
Iowa,19119,1989,0.978939998,2,23,4,154.3,1,2234
Iowa,19119,1990,0.978939998,3,18,3,154.9,3,2227
Iowa,19119,1991,0.978939998,7,10,8,160,4,2242
Iowa,19119,1992,0.978939998,5,9,14,155.4,3,2228
Iowa,19119,1993,0.978939998,3,8,7,149.7,3,2268
Iowa,19119,1994,0.978939998,4,8,8,150.6,4,2285
Iowa,19119,1995,0.978939998,,11,6,156,7,2237
Iowa,19119,1996,0.978939998,4,8,11,153.9,6,2192
Iowa,19119,1997,0.978939998,1,5,1,156.4,5,2151
Iowa,19119,1998,0.978939998,3,2,9,153.3,7,2052
Iowa,19119,1999,0.978939998,5,3,8,158.7,12,2102
Iowa,19119,2000,0.978939998,,2,6,147.7,11,1922
Iowa,19121,1986,0.980138709,,,,192.1,,
Iowa,19121,1987,0.980138709,7,2,2,199.5,12,2823
Iowa,19121,1988,0.980138709,6,13,6,172.3,10,2825
Iowa,19121,1989,0.980138709,6,8,2,198.7,10,2825
Iowa,19121,1990,0.980138709,3,11,1,203.2,12,2785
Iowa,19121,1991,0.980138709,0,8,2,202,7,2784
Iowa,19121,1992,0.980138709,0,5,4,201.4,6,2788
Iowa,19121,1993,0.980138709,0,8,3,200.2,7,2784
Iowa,19121,1994,0.980138709,0,9,6,202.7,9,2811
Iowa,19121,1995,0.980138709,,8,5,208.7,4,2847
Iowa,19121,1996,0.979355755,3,10,6,205.2,13,2859
Iowa,19121,1997,0.979355755,4,8,5,204.3,12,2893
Iowa,19121,1998,0.979355755,3,11,6,207.5,18,2972
Iowa,19121,1999,0.979355755,2,10,7,213.5,12,2986
Iowa,19121,2000,0.979355755,,12,8,192.6,12,2926
Iowa,19123,1986,0.949018199,,,,215,,
Iowa,19123,1987,0.949018199,2,59,10,216.3,5,3160
Iowa,19123,1988,0.949018199,2,74,5,160.9,14,3155
Iowa,19123,1989,0.949018199,4,71,6,215.1,8,3170
Iowa,19123,1990,0.949018199,2,67,5,216.7,18,3202
Iowa,19123,1991,0.949018199,4,65,11,217,17,3174
Iowa,19123,1992,0.949018199,4,59,9,211.7,19,3244
Iowa,19123,1993,0.949018199,7,65,11,214.7,21,3238
Iowa,19123,1994,0.949018199,4,51,14,215,13,3297
Iowa,19123,1995,0.949018199,,46,15,215.9,13,3224
Iowa,19123,1996,0.948822923,5,41,14,224.2,9,3325
Iowa,19123,1997,0.948822923,3,49,16,219.5,11,3246
Iowa,19123,1998,0.948822923,3,51,14,218.8,25,3247
Iowa,19123,1999,0.948822923,18,53,23,228.8,33,3340
Iowa,19123,2000,0.948822923,,49,23,208.5,30,3256
Iowa,19125,1986,0.947953663,,,,331.9,,
Iowa,19125,1987,0.947953663,6,96,12,333.5,24,5188
Iowa,19125,1988,0.947953663,9,87,12,224.4,22,5270
Iowa,19125,1989,0.947953663,1,95,13,345,14,5223
Iowa,19125,1990,0.947953663,1,90,16,353.2,25,5308
Iowa,19125,1991,0.947953663,4,103,15,355,30,5319
Iowa,19125,1992,0.947953663,4,81,21,351.6,29,5341
Iowa,19125,1993,0.947953663,7,108,23,363.1,21,5307
Iowa,19125,1994,0.947953663,2,106,23,366.7,29,5459
Iowa,19125,1995,0.947953663,,95,19,384.1,27,5563
Iowa,19125,1996,0.948929862,2,103,24,376.7,28,5629
Iowa,19125,1997,0.948929862,6,134,32,378.4,32,5637
Iowa,19125,1998,0.948929862,8,133,39,397.3,38,5661
Iowa,19125,1999,0.948929862,14,126,46,404.7,43,5917
Iowa,19125,2000,0.948929862,,128,42,402,27,5784
Iowa,19127,1986,0.904626841,,,,416.8,,
Iowa,19127,1987,0.904626841,8,93,53,408.2,48,6702
Iowa,19127,1988,0.904626841,43,98,58,287.7,42,7249
Iowa,19127,1989,0.904626841,16,98,62,398.8,44,6492
Iowa,19127,1990,0.904626841,17,108,64,399.1,66,6401
Iowa,19127,1991,0.904626841,19,94,70,404,99,6419
Iowa,19127,1992,0.904626841,33,83,99,392,135,6126
